web_event_id,loaded_at,cookie_id,customer_id,event_name,event_url,event_properties,timestamp,utm_campaign,utm_source,utm_medium
ajs-661e5e362f4b6110c12012c83e31a31e,8/8/2022 13:19:10,255c09e1-113d-4cb7-a115-ba2d2cee9bc4,5756953722939,email_sign_up,,,8/8/2022 12:13:39,,,
ajs-80320e7123e634d189ce3facab03b96a,8/2/2022 22:19:35,4989fed4-0030-45d7-b270-b55808b82d28,5769984966715,email_sign_up,,,8/2/2022 21:11:44,,,
ajs-df81a400a1437fb5e37fba651d7a5659,8/30/2022 0:19:26,aee60964-a215-4c1d-b0cc-463ddb5c0a44,5749483503675,email_sign_up,,,8/29/2022 23:43:24,,,
ajs-1ba0071e99b7c83d67b5abf1ae769fff,8/15/2022 21:19:25,3670bd49-4327-48d7-a838-3db97abbd916,5783580770363,email_sign_up,,,8/15/2022 20:06:46,,,
ajs-dc4c78f2d9ca0f8070bae4f28e54321b,8/24/2022 13:19:11,8aaa4505-9756-476a-9bf6-18780eab5aaa,5792535117883,email_sign_up,,,8/24/2022 12:59:54,,,
ajs-cb4376b9fe10fb257bb00c8cb299ec82,8/22/2022 21:19:54,f218f436-6668-4e63-add5-c9ecc3ecec08,5790515396667,email_sign_up,,,8/22/2022 21:08:22,,,
ajs-b78bdac82a0b223e068f84711857609b,8/2/2022 18:19:25,27bbf4be-d77b-4c09-994d-ad3e64e03fc5,5769799761979,email_sign_up,,,8/2/2022 17:45:07,,,
ajs-18c20f855c442ff99e0df29c52f40cb1,8/11/2022 4:19:24,d51e70cc-fc24-41b7-86cb-8b9612dab725,5778772262971,email_sign_up,,,8/11/2022 2:48:15,120661,pepperjam,affiliate
ajs-bb35128f77dbe9338ee90aadf36d6540,8/3/2022 5:19:10,7df50923-47f2-4568-8831-62cd7b7f8faf,5766368264251,email_sign_up,,,8/3/2022 4:15:20,,,
ajs-148d1ee8b97957a27e080a7095816b8c,8/29/2022 0:19:25,c5ce2f26-7af1-43a2-8a24-23f7a8fca861,4785377869,email_sign_up,,,8/28/2022 23:30:43,,,
ajs-4678f8a4f9fc8e922c7bebb4d5cb6ac1,8/24/2022 2:19:27,1a859c1e-5d98-4fbe-bb07-e6854f01aa35,5792031670331,email_sign_up,,,8/24/2022 1:02:06,,,
ajs-9607b40b02a98e8398424b2929bd653f,8/12/2022 1:19:25,66009755-d78b-4149-a3d3-c40c431b1adc,5416630288443,email_sign_up,,,8/12/2022 1:13:46,,,
ajs-2df74edc1c0f36e086022e6d6e03f96e,8/12/2022 4:19:24,ad0f29a9-660a-4ac2-9a04-83405e1e4f2c,5779780698171,email_sign_up,,,8/12/2022 3:06:44,,,
ajs-94b37df0ab37975ef46d19d59c46dac8,8/24/2022 23:19:26,3214273c-09d1-4dcd-ad8f-3a3165369f9c,5793388363835,email_sign_up,,,8/24/2022 21:40:30,g|search|brand|core|desktop|exact,google,cpc
ajs-3831ed4fadc709f379882e8a0de827a3,8/10/2022 18:19:23,65c898df-30fd-406e-8f6f-74fa272b4247,5747705118779,email_sign_up,,,8/10/2022 16:52:22,,,
ajs-6cbb30419575c974cab391337fab0055,8/22/2022 1:19:24,0eecafb7-53fd-4afd-acfa-883c94e49459,5789675651131,email_sign_up,,,8/22/2022 0:54:44,,,
ajs-98eb84d5f3ae65ba34e18abc32114984,8/8/2022 8:19:08,85888659-3297-49f8-9483-6f619cd24385,5693487022139,email_sign_up,,,8/8/2022 7:39:42,,,
ajs-6e13c9d0896a1d66e3d49ec3042bdf0b,8/23/2022 15:19:26,aaf11e71-4e1b-447c-aeda-6f61a493615e,5791310053435,email_sign_up,,,8/23/2022 13:50:04,BLST_EML_2022.08.23_PF_Long_pillows-Segment-3,Iterable,email
ajs-908b4dad6dfff40f59770d484854c188,8/16/2022 11:19:10,651a9b89-1928-4cb6-9c31-a4eefe92d360,5123872849979,email_sign_up,,,8/16/2022 10:32:08,,,
ajs-975d9c2194863eb29d0247f003bb2be7,8/2/2022 19:19:24,1520fbdd-c1f4-475e-85e9-31afaa5aa9ba,5769799204923,email_sign_up,,,8/2/2022 17:43:17,b|search|brand|plus|desktop|bmm,bing,cpc
ajs-808270a2c0364f163c6279a626aadf37,8/31/2022 18:19:25,218e6135-c645-4623-a756-4ff1318e0af3,5573278728251,email_sign_up,,,8/31/2022 17:14:55,,,
ajs-684a75ae0428729c22e81baa5bf4d894,8/25/2022 5:19:24,bb4f4e7f-8da3-45a7-9eae-a2bfe580d3a7,5793649590331,email_sign_up,,,8/25/2022 4:19:17,,,
ajs-98a22c67d9f055f77aff7889e1184b26,8/27/2022 13:19:08,4c007f81-33b0-45c7-833f-acc9d0ed7a10,1142782033979,email_sign_up,,,8/27/2022 12:24:24,,,
ajs-5caf294f1bc1d69e7de192ca2356401d,8/14/2022 20:19:26,a60b2906-7f88-4199-9919-f6cdf0c1f217,5782476881979,email_sign_up,,,8/14/2022 19:18:59,,,
ajs-f779757634e8259cf58f999e6711b4d0,8/6/2022 3:19:09,1c7468a6-6bd3-4026-a676-5655e7f9e540,149304868877,email_sign_up,,,8/6/2022 1:50:10,,,
